Iteration, Max P, Construction Time, Heuristic Time, Construction + Heuristic, Score Before Heuristic, Score After Heuristic, Score Difference，Unassigned areas
0, 147, 13.378000020980835, 1.4240000247955322, 14.802000045776367, 1548449, 1515864, 32585,0,0.003999948501586914,867.7690024375916,10.530999660491943
