Iteration, Max P, Construction Time, Heuristic Time, Construction + Heuristic, Score Before Heuristic, Score After Heuristic, Score Difference，Unassigned areas
0, 738, 0.026999950408935547, 5.007000207901001, 5.0340001583099365, 4918877, 4150437, -768440,0,9.999275207519531E-4,0.023999929428100586,0.0
