Iteration, Max P, Construction Time, Heuristic Time, Construction + Heuristic, Score Before Heuristic, Score After Heuristic, Score Difference，Unassigned areas
0, 320, 0.04399991035461426, 4.7769999504089355, 4.82099986076355, 4524650, 4133844, -390806,49,9.999275207519531E-4,0.020999908447265625,0.02200007438659668
