Iteration, Max P, Construction Time, Heuristic Time, Construction + Heuristic, Score Before Heuristic, Score After Heuristic, Score Difference，Unassigned areas
0, 164, 0.03800010681152344, 4.260999917984009, 4.299000024795532, 12561098, 12125765, -435333,67,0.003000020980834961,0.03399991989135742,0.0010001659393310547
