Iteration, Max P, Construction Time, Heuristic Time, Construction + Heuristic, Score Before Heuristic, Score After Heuristic, Score Difference，Unassigned areas
0, 238, 0.024000167846679688, 1.1510000228881836, 1.1750001907348633, 6308291, 5664768, -643523,0,0.0,0.003000020980834961,0.021000146865844727
