Iteration, Max P, Construction Time, Heuristic Time, Construction + Heuristic, Score Before Heuristic, Score After Heuristic, Score Difference，Unassigned areas
0, 1012, 0.19299983978271484, 0.005000114440917969, 0.1979999542236328, 0, 0, 0,0,0.0,0.3100006580352783,0.667999267578125
1, 1012, 0.18799996376037598, 0.004999876022338867, 0.19299983978271484, 0, 0, 0,0,0.0,0.16100001335144043,0.023999929428100586
2, 1012, 0.1940000057220459, 0.005000114440917969, 0.19900012016296387, 0, 0, 0,0,9.999275207519531E-4,0.15899896621704102,0.033000946044921875
3, 1012, 0.1679999828338623, 0.005000114440917969, 0.17300009727478027, 0, 0, 0,0,0.0,0.1399998664855957,0.0280001163482666
4, 1012, 0.17199993133544922, 0.005000114440917969, 0.1770000457763672, 0, 0, 0,0,9.999275207519531E-4,0.14700078964233398,0.02399921417236328
5, 1012, 0.1640000343322754, 0.005000114440917969, 0.16900014877319336, 0, 0, 0,0,0.0,0.13499879837036133,0.0260007381439209
6, 1012, 0.16499996185302734, 0.005000114440917969, 0.1700000762939453, 0, 0, 0,0,0.0,0.13499832153320312,0.03000164031982422
7, 1012, 0.21000003814697266, 0.006000041961669922, 0.21600008010864258, 0, 0, 0,0,0.0,0.1640000343322754,0.042999982833862305
8, 1012, 0.18000006675720215, 0.004999876022338867, 0.18499994277954102, 0, 0, 0,0,0.0,0.14500069618225098,0.032999277114868164
9, 1012, 0.20600008964538574, 0.004999876022338867, 0.2109999656677246, 0, 0, 0,0,0.0,0.16000056266784668,0.043999671936035156
