Iteration, Max P, Construction Time, Heuristic Time, Construction + Heuristic, Score Before Heuristic, Score After Heuristic, Score Difference，Unassigned areas
0, 130, 39.29300022125244, 3.572999954223633, 42.866000175476074, 3408840, 3234689, 174151,0,0.18199992179870605,1975.3910012245178,11.982999086380005
