Iteration, Max P, Construction Time, Heuristic Time, Construction + Heuristic, Score Before Heuristic, Score After Heuristic, Score Difference，Unassigned areas
0, 336, 0.03600001335144043, 50.460999965667725, 50.496999979019165, 4455080, 3753627, -701453,0,9.999275207519531E-4,0.015000104904174805,0.018000125885009766
